day_name,crash_hour,n,injury_crashes,rate,ci_low,ci_high,rate_pct,ci_low_pct,ci_high_pct,reliable
Saturday,8,2123,704,0.3316062176165803,0.31189949746810464,0.35192125909411426,33.160621761658035,31.189949746810463,35.19212590941142,True
Saturday,9,2329,816,0.35036496350364965,0.3312496661749887,0.36997308293922465,35.03649635036496,33.12496661749887,36.997308293922465,True
Saturday,10,2710,955,0.35239852398523985,0.3346326601773124,0.3705822646731284,35.239852398523986,33.46326601773124,37.058226467312835,True
Saturday,11,2895,1143,0.39481865284974094,0.377163010104679,0.4127530722366258,39.48186528497409,37.7163010104679,41.27530722366258,True
Saturday,12,3209,1227,0.3823621065752571,0.36569805657598187,0.3993074762209043,38.23621065752571,36.56980565759819,39.93074762209043,True
Saturday,13,3312,1329,0.401268115942029,0.3846983978715986,0.4180666075496495,40.1268115942029,38.46983978715986,41.80666075496495,True
Saturday,14,3570,1483,0.415406162464986,0.39934016272365347,0.4316540257149164,41.5406162464986,39.93401627236535,43.16540257149164,True
Saturday,15,3469,1509,0.43499567598731625,0.4185788958756959,0.4515562695173932,43.49956759873162,41.85788958756959,45.15562695173932,True
Saturday,16,3746,1527,0.40763481046449546,0.3920009155606206,0.4234579560887845,40.76348104644955,39.20009155606206,42.34579560887845,True
Saturday,17,3726,1554,0.4170692431561997,0.4013301670186823,0.4329791505673514,41.70692431561997,40.13301670186823,43.29791505673514,True
Saturday,18,3648,1594,0.4369517543859649,0.42093040152034905,0.4531057560172615,43.69517543859649,42.0930401520349,45.31057560172615,True
Saturday,19,3410,1518,0.44516129032258067,0.4285513176831588,0.4618946830920383,44.516129032258064,42.85513176831588,46.18946830920383,True
Saturday,20,3392,1531,0.4513561320754717,0.4346736976544796,0.4681486248001367,45.13561320754717,43.46736976544796,46.814862480013666,True
Saturday,21,3209,1413,0.44032408850109067,0.4232294198476579,0.4575614663261267,44.032408850109064,42.32294198476579,45.75614663261267,True
Saturday,22,3144,1276,0.405852417302799,0.3888123185667856,0.42312230991007294,40.5852417302799,38.88123185667856,42.3122309910073,True
Saturday,23,3038,1161,0.38215931533903885,0.36503925036565543,0.39957702682642443,38.215931533903884,36.50392503656554,39.95770268264244,True
Sunday,0,4094,1560,0.38104543234000976,0.3662870342221231,0.39602686292802536,38.10454323400098,36.62870342221231,39.60268629280254,True
Sunday,1,2782,973,0.34974838245866285,0.332245265414589,0.3676658853127173,34.97483824586629,33.2245265414589,36.76658853127173,True
Sunday,2,2425,832,0.34309278350515465,0.32445879186302246,0.36222312267599077,34.30927835051546,32.44587918630224,36.22231226759908,True
Sunday,3,2372,833,0.3511804384485666,0.33222516662136786,0.37061697571674085,35.11804384485666,33.22251666213678,37.06169757167409,True
Sunday,4,2675,916,0.3424299065420561,0.3246848077223617,0.36062693299422266,34.242990654205606,32.46848077223617,36.062693299422264,True
Sunday,5,2021,609,0.30133597229094505,0.2817235911857127,0.3217021780201352,30.133597229094505,28.172359118571272,32.17021780201352,True
Sunday,6,1605,480,0.29906542056074764,0.27716722115614867,0.32192320514809414,29.906542056074763,27.716722115614868,32.19232051480942,True
Sunday,7,1423,451,0.3169360505973296,0.29328126138293187,0.3415765952985667,31.69360505973296,29.328126138293186,34.15765952985667,True
Sunday,8,1745,530,0.3037249283667622,0.28259857893253326,0.32571357466674067,30.37249283667622,28.259857893253326,32.571357466674066,True
