week_part,n,injury_crashes,rate,ci_low,ci_high,rate_pct,ci_low_pct,ci_high_pct,reliable,fatal_crashes,fatal_per_1k
Weekday,354451,143549,0.40498968827849263,0.4033746488846574,0.4066067871257232,40.49896882784926,40.33746488846574,40.66067871257232,True,898,2.533495461996157
Weekend,133463,51726,0.38756809003244347,0.38495752455055887,0.3901851278099209,38.75680900324435,38.495752455055886,39.01851278099209,True,406,3.04204161452987
